s2a_1;s2a_3_a;s2a_3_b;s2a_3_c;s2a_3_d;s2a_3_e;s2a_3_f;s2a_3_g;s2a_3_h;s2a_3_i;s2a_3_j;s2a_3_k;s2a_3_l;s2a_3_m;s2a_3_n;s2a_3_o;s3a_1;s3a_3_a;s3a_3_b;s3a_3_c;s3a_3_d;s3a_3_e;s3a_3_f;s3a_3_g;s3a_3_h;s3a_3_i;s3a_3_j;s3a_3_k;s3a_3_l;s3a_3_n;s3a_3_o;s3a_3_p;s3a_3_q;s3a_3_r;s4a_1_a;s4a_1_b;s4a_1_c;s4a_1_d;s4a_1_e;s4a_1_f;s4a_1_g;s4a_1_h;s4a_1_i;s4a_1_j;s4a_1_k;s4a_1_l;s4a_1_m;s4a_1_n;s6a_1_a;s6a_1_b;s6a_1_c;s6a_1_d;s6a_1_e;s6a_1_f;s6a_1_g;s6a_1_h;s6a_1_i;s6a_1_j;s6a_1_k;s6a_1_l;s6a_1_m;s6a_1_n;s6a_1_o;s6a_1_p;s6a_1_q;s6a_1_r;s6a_1_s;s6a_1_t;s6a_1_u;s6a_1_v;edad;civil;pesos
No;No;Si;No;No;No;No;Si;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;28;Soltera; 365,61946
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;46;Casada; 365,61946
No;Si;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;Si;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;Si;Si;Si;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;51;Casada; 365,61946
No;Si;Si;Si;No;No;No;Si;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;36;Casada; 365,61946
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;47;Casada; 731,23892
No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;Si;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;35;Separada; 365,61946
No;Si;No;No;No;Si;No;No;No;No;No;No;No;Si;Si;No;No;Si;No;No;Si;No;No;No;No;Si;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;67;Separada; 365,61946
No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;Si;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;Si;Si;Si;No;Si;Si;No;Si;Si;No;No;No;No;Si;No;No;No;No;No;No;No;No;29;Casada; 288,43236
No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;34;Casada; 288,43236
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;43;Casada;1462,47784
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;44;Casada; 637,76792
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;46;Casada; 318,88396
No;Si;Si;Si;No;Si;No;Si;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;Si;No;Si;No;No;No;Si;No;No;No;Si;No;Si;No;Si;No;No;No;No;Si;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;40;Casada; 520,28436
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;45;Casada; 260,14218
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;Si;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;57;Separada; 260,14218
No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;80;Casada; 268,53386
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;Si;Si;No;Si;No;No;Si;No;No;No;No;No;No;No;No;No;No;62;Separada; 537,06773
No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;61;Casada; 686,65118
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;90;Casada; 310,49228
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;64;Casada; 620,98456
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;46;Casada; 310,49228
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;Si;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;55;Casada; 302,10060
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;60;Casada; 906,30179
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;Si;No;Si;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;44;Casada; 302,10060
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;Si;No;No;Si;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;26;Casada; 332,31066
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;35;Casada; 332,31066
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;Si;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;Si;No;No;No;No;No;No;No;No;Si;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;54;Casada; 332,31066
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;38;Casada; 302,10060
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;47;Casada; 604,20119
No;No;Si;Si;No;Si;No;Si;No;Si;No;No;Si;No;No;No;Si;Si;Si;No;Si;Si;Si;No;No;No;No;No;No;No;No;No;No;No;Si;Si;No;No;No;No;Si;No;No;No;Si;No;Si;No;Si;Si;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;27;Casada; 302,10060
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;25;Casada; 411,99071
No;No;No;Si;No;No;No;Si;No;No;No;No;No;No;No;No;Si;No;Si;No;Si;No;No;No;No;No;No;Si;No;No;No;No;No;No;Si;No;No;No;Si;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;42;Casada; 411,99071
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;26;Casada; 823,98142
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;61;Casada; 411,99071
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;66;Casada; 411,99071
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;62;Casada;1004,86111
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;73;Soltera; 334,95370
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;48;Casada; 503,50099
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;Si;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;32;Soltera; 251,75050
No;Si;Si;Si;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;No;No;No;No;No;No;No;No;No;No;Si;Si;No;Si;Si;No;Si;Si;No;No;No;No;Si;No;No;Si;No;Si;No;Si;No;24;Casada; 503,50099
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;49;Casada; 329,94927
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;Si;No;No;Si;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;45;Casada; 329,94927
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;51;Casada; 588,55816
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;86;Separada; 294,27908
No;Si;Si;No;No;No;No;Si;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;47;Separada; 307,69505
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;50;Separada; 307,69505
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;37;Casada; 307,69505
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;34;Casada; 383,45456
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;45;Separada; 383,45456
No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;66;Casada; 383,45456
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;39;Separada; 383,45456
No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;32;Casada; 268,53386
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;43;Casada; 386,64409
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;Si;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;49;Casada; 386,64409
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;Si;No;Si;Si;Si;No;Si;Si;No;No;No;Si;No;Si;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;50;Casada; 773,28818
No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;Si;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;Si;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;26;Soltera; 260,14218
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;57;Casada; 260,14218
No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;Si;No;No;No;No;No;No;No;No;Si;Si;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;65;Casada; 260,14218
No;Si;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;Si;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;Si;No;Si;No;No;Si;No;Si;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;38;Casada; 326,97675
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;No;Si;No;No;No;Si;No;No;No;Si;Si;Si;No;Si;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;21;Separada; 326,97675
No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;41;Casada; 326,97675
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;24;Soltera; 653,95351
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;41;Casada; 267,52643
No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;Si;No;Si;Si;Si;No;Si;No;No;Si;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;40;Separada; 267,52643
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;59;Casada; 267,52643
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;59;Separada; 535,05287
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;Si;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;48;Casada; 288,43236
No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;49;Casada; 288,43236
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;68;Separada; 576,86471
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;49;Casada; 606,39325
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;64;Casada; 303,19663
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;56;Casada; 303,19663
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;37;Casada; 303,19663
No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;51;Casada; 400,08359
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;Si;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;43;Soltera; 400,08359
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;58;Casada; 400,08359
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;52;Casada; 321,03172
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;49;Separada;1082,52713
No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;68;Casada; 721,68476
No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;Si;No;No;No;No;Si;No;Si;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;44;Casada; 360,84238
No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;Si;Si;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;58;Casada; 360,84238
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;62;Soltera; 260,97017
No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;31;Soltera; 260,97017
No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;Si;No;No;No;Si;No;No;No;Si;No;No;No;No;Si;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;31;Soltera; 561,81078
No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;65;Casada; 280,90539
